id,timestamp,datetime,hour,minute,day_of_week,is_weekend,time_period,bytes_rx,bytes_tx,bytes_total,mb_used,cumulative_mb_today,network_type,screen_on,battery_level
199,1775685600000,2026-04-09T06:00:00,6,42,4,0,Morning,26257706,4502585,30760291,29.3353,64.7657,CELLULAR,0.289,100.0
200,1775689200000,2026-04-09T07:00:00,7,58,4,0,Morning,34248109,9840841,44088950,42.0465,106.8122,CELLULAR,0.278,94.9
201,1775692800000,2026-04-09T08:00:00,8,13,4,0,Morning,30103344,9569004,39672348,37.8345,144.6467,CELLULAR,0.239,88.4
202,1775696400000,2026-04-09T09:00:00,9,36,4,0,Morning,57742063,10602862,68344925,65.1788,209.8255,CELLULAR,0.575,77.6
203,1775700000000,2026-04-09T10:00:00,10,24,4,0,Morning,18748932,4182271,22931203,21.8689,231.6944,CELLULAR,0.283,72.0
204,1775703600000,2026-04-09T11:00:00,11,43,4,0,Morning,40507999,7052682,47560681,45.3574,277.0518,CELLULAR,0.442,64.5
205,1775707200000,2026-04-09T12:00:00,12,17,4,0,Afternoon,41798776,11709532,53508308,51.0295,328.0813,CELLULAR,0.319,57.2
206,1775710800000,2026-04-09T13:00:00,13,32,4,0,Afternoon,38217913,9747098,47965011,45.743,373.8243,CELLULAR,0.434,49.9
207,1775714400000,2026-04-09T14:00:00,14,28,4,0,Afternoon,36450680,10415004,46865684,44.6946,418.5189,CELLULAR,0.295,43.3
208,1775718000000,2026-04-09T15:00:00,15,34,4,0,Afternoon,49369377,15199101,64568478,61.5773,480.0962,CELLULAR,0.522,35.0
209,1775721600000,2026-04-09T16:00:00,16,37,4,0,Afternoon,44619667,8100846,52720513,50.2782,530.3744,CELLULAR,0.405,28.2
210,1775725200000,2026-04-09T17:00:00,17,15,4,0,Afternoon,37377414,11007238,48384652,46.1432,576.5176,CELLULAR,0.473,19.0
211,1775728800000,2026-04-09T18:00:00,18,1,4,0,Evening,152891930,41651214,194543144,185.5308,762.0484,CELLULAR,0.753,9.1
212,1775732400000,2026-04-09T19:00:00,19,18,4,0,Evening,177035212,54197396,231232608,220.5206,982.569,CELLULAR,0.708,3.0
213,1775736000000,2026-04-09T20:00:00,20,37,4,0,Evening,175633583,43125794,218759377,208.6252,1191.1942,CELLULAR,0.659,3.0
214,1775739600000,2026-04-09T21:00:00,21,30,4,0,Evening,105455945,32358608,137814553,131.4302,1322.6244,CELLULAR,0.53,3.0
215,1775743200000,2026-04-09T22:00:00,22,42,4,0,Evening,199321690,44348812,243670502,232.3823,1555.0067,CELLULAR,0.874,24.9
216,1775746800000,2026-04-09T23:00:00,23,20,4,0,Evening,83701094,20115479,103816573,99.0072,1654.0139,CELLULAR,0.761,39.9
217,1775750400000,2026-04-10T00:00:00,0,19,5,0,Night,0,0,0,0.0,0.0,CELLULAR,0.047,97.0
218,1775754000000,2026-04-10T01:00:00,1,23,5,0,Night,6077268,736903,6814171,6.4985,6.4985,CELLULAR,0.06,100.0
219,1775757600000,2026-04-10T02:00:00,2,6,5,0,Night,518287,152801,671088,0.64,7.1385,CELLULAR,0.01,100.0
220,1775761200000,2026-04-10T03:00:00,3,49,5,0,Night,16303960,2905428,19209388,18.3195,25.458,CELLULAR,0.044,100.0
221,1775764800000,2026-04-10T04:00:00,4,27,5,0,Night,0,0,0,0.0,25.458,CELLULAR,0.019,100.0
222,1775768400000,2026-04-10T05:00:00,5,24,5,0,Night,16169405,3772203,19941608,19.0178,44.4758,CELLULAR,0.062,100.0
223,1775772000000,2026-04-10T06:00:00,6,6,5,0,Morning,65453590,11137756,76591346,73.0432,117.519,CELLULAR,0.587,100.0
224,1775775600000,2026-04-10T07:00:00,7,31,5,0,Morning,66316308,11916164,78232472,74.6083,192.1273,CELLULAR,0.504,89.3
225,1775779200000,2026-04-10T08:00:00,8,35,5,0,Morning,61629559,7829478,69459037,66.2413,258.3686,CELLULAR,0.515,80.1
226,1775782800000,2026-04-10T09:00:00,9,33,5,0,Morning,53071154,7349158,60420312,57.6213,315.9899,CELLULAR,0.424,71.7
227,1775786400000,2026-04-10T10:00:00,10,57,5,0,Morning,27460218,5600020,33060238,31.5287,347.5186,CELLULAR,0.286,67.2
228,1775790000000,2026-04-10T11:00:00,11,19,5,0,Morning,71134283,12734914,83869197,79.9839,427.5025,CELLULAR,0.567,60.2
229,1775793600000,2026-04-10T12:00:00,12,26,5,0,Afternoon,49434869,6916863,56351732,53.7412,481.2437,CELLULAR,0.33,53.3
230,1775797200000,2026-04-10T13:00:00,13,24,5,0,Afternoon,47735541,8997139,56732680,54.1045,535.3482,CELLULAR,0.445,43.5
231,1775800800000,2026-04-10T14:00:00,14,5,5,0,Afternoon,26274297,7475170,33749467,32.186,567.5342,CELLULAR,0.302,37.0
232,1775804400000,2026-04-10T15:00:00,15,6,5,0,Afternoon,60201299,12979134,73180433,69.7903,637.3245,CELLULAR,0.536,26.6
233,1775808000000,2026-04-10T16:00:00,16,14,5,0,Afternoon,31851567,10555153,42406720,40.4422,677.7667,CELLULAR,0.231,20.2
234,1775811600000,2026-04-10T17:00:00,17,48,5,0,Afternoon,25987730,7074080,33061810,31.5302,709.2969,CELLULAR,0.336,13.5
235,1775815200000,2026-04-10T18:00:00,18,13,5,0,Evening,127360094,41855640,169215734,161.3767,870.6736,CELLULAR,0.86,3.0
236,1775818800000,2026-04-10T19:00:00,19,1,5,0,Evening,177484277,35551029,213035306,203.1663,1073.8399,CELLULAR,0.597,3.0
237,1775822400000,2026-04-10T20:00:00,20,6,5,0,Evening,125235721,37794358,163030079,155.4776,1229.3175,CELLULAR,0.779,3.0
238,1775826000000,2026-04-10T21:00:00,21,21,5,0,Evening,132527585,24176226,156703811,149.4444,1378.7619,CELLULAR,0.726,3.0
239,1775829600000,2026-04-10T22:00:00,22,52,5,0,Evening,133543958,37183613,170727571,162.8185,1541.5804,CELLULAR,0.712,24.3
240,1775833200000,2026-04-10T23:00:00,23,14,5,0,Evening,58666315,9513669,68179984,65.0215,1606.6019,CELLULAR,0.6,46.1
241,1775836800000,2026-04-11T00:00:00,0,27,6,1,Night,22186443,3748826,25935269,24.7338,24.7338,CELLULAR,0.131,95.0
242,1775840400000,2026-04-11T01:00:00,1,22,6,1,Night,52841981,8323134,61165115,58.3316,83.0654,CELLULAR,0.139,100.0
243,1775844000000,2026-04-11T02:00:00,2,50,6,1,Night,38808801,10202480,49011281,46.7408,129.8062,CELLULAR,0.208,100.0
244,1775847600000,2026-04-11T03:00:00,3,41,6,1,Night,43382407,13564811,56947218,54.3091,184.1153,CELLULAR,0.147,100.0
245,1775851200000,2026-04-11T04:00:00,4,58,6,1,Night,41480213,10926776,52406989,49.9792,234.0945,CELLULAR,0.248,100.0
246,1775854800000,2026-04-11T05:00:00,5,54,6,1,Night,21689051,4692177,26381228,25.1591,259.2536,CELLULAR,0.092,100.0
247,1775858400000,2026-04-11T06:00:00,6,7,6,1,Morning,81677364,17512053,99189417,94.5944,353.848,CELLULAR,0.539,100.0
248,1775862000000,2026-04-11T07:00:00,7,44,6,1,Morning,46975742,11166538,58142280,55.4488,409.2968,CELLULAR,0.386,93.3
249,1775865600000,2026-04-11T08:00:00,8,40,6,1,Morning,106997088,16866056,123863144,118.1251,527.4219,CELLULAR,0.66,84.0
250,1775869200000,2026-04-11T09:00:00,9,55,6,1,Morning,78369987,19086239,97456226,92.9415,620.3634,CELLULAR,0.587,73.2
251,1775872800000,2026-04-11T10:00:00,10,41,6,1,Morning,85025921,17824599,102850520,98.0859,718.4493,CELLULAR,0.591,63.1
252,1775876400000,2026-04-11T11:00:00,11,35,6,1,Morning,66509252,9732394,76241646,72.7097,791.159,CELLULAR,0.507,52.8
253,1775880000000,2026-04-11T12:00:00,12,3,6,1,Afternoon,69613211,9094161,78707372,75.0612,866.2202,CELLULAR,0.389,46.7
254,1775883600000,2026-04-11T13:00:00,13,4,6,1,Afternoon,68280293,12528006,80808299,77.0648,943.285,CELLULAR,0.553,35.0
255,1775887200000,2026-04-11T14:00:00,14,27,6,1,Afternoon,81060841,11291231,92352072,88.0738,1031.3588,CELLULAR,0.52,27.8
256,1775890800000,2026-04-11T15:00:00,15,42,6,1,Afternoon,65868002,16866741,82734743,78.902,1110.2608,CELLULAR,0.477,18.6
257,1775894400000,2026-04-11T16:00:00,16,21,6,1,Afternoon,59983571,13046811,73030382,69.6472,1179.908,CELLULAR,0.418,11.8
258,1775898000000,2026-04-11T17:00:00,17,19,6,1,Afternoon,83841289,14084594,97925883,93.3894,1273.2974,CELLULAR,0.65,3.0
259,1775901600000,2026-04-11T18:00:00,18,51,6,1,Evening,209350124,53075942,262426066,250.269,1523.5664,CELLULAR,0.667,3.0
260,1775905200000,2026-04-11T19:00:00,19,3,6,1,Evening,168284449,21603332,189887781,181.0911,1704.6575,CELLULAR,0.841,3.0
261,1775908800000,2026-04-11T20:00:00,20,36,6,1,Evening,224898767,43467378,268366145,255.9339,1960.5914,CELLULAR,0.913,3.0
262,1775912400000,2026-04-11T21:00:00,21,45,6,1,Evening,218386355,34187606,252573961,240.8733,2201.4647,CELLULAR,0.812,3.0
263,1775916000000,2026-04-11T22:00:00,22,2,6,1,Evening,240407323,69552896,309960219,295.6011,2497.0658,CELLULAR,0.992,26.7
264,1775919600000,2026-04-11T23:00:00,23,6,6,1,Evening,97051192,28100547,125151739,119.354,2616.4198,CELLULAR,0.782,48.0
265,1775923200000,2026-04-12T00:00:00,0,24,7,1,Night,28136939,5324903,33461842,31.9117,31.9117,CELLULAR,0.157,98.0
266,1775926800000,2026-04-12T01:00:00,1,53,7,1,Night,42140057,13099136,55239193,52.6802,84.5919,CELLULAR,0.182,100.0
267,1775930400000,2026-04-12T02:00:00,2,42,7,1,Night,41596041,12544559,54140600,51.6325,136.2244,CELLULAR,0.219,100.0
268,1775934000000,2026-04-12T03:00:00,3,48,7,1,Night,45081212,12805635,57886847,55.2052,191.4296,CELLULAR,0.172,100.0
269,1775937600000,2026-04-12T04:00:00,4,21,7,1,Night,49924790,15370456,65295246,62.2704,253.7,CELLULAR,0.216,100.0
270,1775941200000,2026-04-12T05:00:00,5,5,7,1,Night,52265427,8571799,60837226,58.0189,311.7189,CELLULAR,0.091,100.0
271,1775944800000,2026-04-12T06:00:00,6,45,7,1,Morning,81892449,20116904,102009353,97.2837,409.0026,CELLULAR,0.608,100.0
272,1775948400000,2026-04-12T07:00:00,7,51,7,1,Morning,84232172,12431330,96663502,92.1855,501.1881,CELLULAR,0.591,90.7
273,1775952000000,2026-04-12T08:00:00,8,8,7,1,Morning,87215101,19633849,106848950,101.8991,603.0872,CELLULAR,0.627,77.4
274,1775955600000,2026-04-12T09:00:00,9,44,7,1,Morning,72779632,9883598,82663230,78.8338,681.921,CELLULAR,0.409,69.5
275,1775959200000,2026-04-12T10:00:00,10,16,7,1,Morning,81681205,16167083,97848288,93.3154,775.2364,CELLULAR,0.515,62.3
276,1775962800000,2026-04-12T11:00:00,11,45,7,1,Morning,87129455,25856496,112985951,107.7518,882.9882,CELLULAR,0.568,53.0
277,1775966400000,2026-04-12T12:00:00,12,40,7,1,Afternoon,64953655,9480560,74434215,70.986,953.9742,CELLULAR,0.367,45.2
278,1775970000000,2026-04-12T13:00:00,13,26,7,1,Afternoon,80921327,19097304,100018631,95.3852,1049.3594,CELLULAR,0.45,37.5
279,1775973600000,2026-04-12T14:00:00,14,32,7,1,Afternoon,42001020,7694142,49695162,47.393,1096.7524,CELLULAR,0.38,29.3
280,1775977200000,2026-04-12T15:00:00,15,38,7,1,Afternoon,69671458,15622440,85293898,81.3426,1178.095,CELLULAR,0.518,20.6
281,1775980800000,2026-04-12T16:00:00,16,44,7,1,Afternoon,85178471,20976322,106154793,101.2371,1279.3321,CELLULAR,0.576,8.2
282,1775984400000,2026-04-12T17:00:00,17,41,7,1,Afternoon,41353761,5545373,46899134,44.7265,1324.0586,CELLULAR,0.312,3.0
283,1775988000000,2026-04-12T18:00:00,18,43,7,1,Evening,223146620,51026643,274173263,261.472,1585.5306,CELLULAR,0.86,3.0
284,1775991600000,2026-04-12T19:00:00,19,40,7,1,Evening,163917814,44595717,208513531,198.854,1784.3846,CELLULAR,0.975,3.0
285,1775995200000,2026-04-12T20:00:00,20,38,7,1,Evening,185182934,41381309,226564243,216.0685,2000.4531,CELLULAR,0.956,3.0
286,1775998800000,2026-04-12T21:00:00,21,39,7,1,Evening,175040765,52969569,228010334,217.4476,2217.9007,CELLULAR,0.698,3.0
287,1776002400000,2026-04-12T22:00:00,22,55,7,1,Evening,173990044,32113440,206103484,196.5556,2414.4563,CELLULAR,0.815,18.2
288,1776006000000,2026-04-12T23:00:00,23,27,7,1,Evening,149111052,22746989,171858041,163.8966,2578.3529,CELLULAR,1.0,34.4
289,1776009600000,2026-04-13T00:00:00,0,39,1,0,Night,17661305,3906330,21567635,20.5685,20.5685,CELLULAR,0.058,96.0
290,1776013200000,2026-04-13T01:00:00,1,0,1,0,Night,9496051,2999514,12495565,11.9167,32.4852,CELLULAR,0.065,100.0
291,1776016800000,2026-04-13T02:00:00,2,41,1,0,Night,16814185,4044298,20858483,19.8922,52.3774,CELLULAR,0.053,100.0
292,1776020400000,2026-04-13T03:00:00,3,34,1,0,Night,11759701,3557058,15316759,14.6072,66.9846,CELLULAR,0.053,100.0
293,1776024000000,2026-04-13T04:00:00,4,57,1,0,Night,0,0,0,0.0,66.9846,CELLULAR,0.024,100.0
294,1776027600000,2026-04-13T05:00:00,5,52,1,0,Night,0,0,0,0.0,66.9846,CELLULAR,0.042,100.0
295,1776031200000,2026-04-13T06:00:00,6,32,1,0,Morning,51847047,5955914,57802961,55.1252,122.1098,CELLULAR,0.447,100.0
296,1776034800000,2026-04-13T07:00:00,7,0,1,0,Morning,64010751,11056909,75067660,71.5901,193.6999,CELLULAR,0.491,93.2
297,1776038400000,2026-04-13T08:00:00,8,31,1,0,Morning,33450354,6477952,39928306,38.0786,231.7785,CELLULAR,0.237,88.0
298,1776042000000,2026-04-13T09:00:00,9,58,1,0,Morning,32342917,7563264,39906181,38.0575,269.836,CELLULAR,0.248,81.1
299,1776045600000,2026-04-13T10:00:00,10,35,1,0,Morning,29675586,9485372,39160958,37.3468,307.1828,CELLULAR,0.378,73.2
300,1776049200000,2026-04-13T11:00:00,11,26,1,0,Morning,30374770,9561924,39936694,38.0866,345.2694,CELLULAR,0.311,65.4
301,1776052800000,2026-04-13T12:00:00,12,33,1,0,Afternoon,32078624,4853481,36932105,35.2212,380.4906,CELLULAR,0.211,59.9
302,1776056400000,2026-04-13T13:00:00,13,20,1,0,Afternoon,15680873,4221414,19902287,18.9803,399.4709,CELLULAR,0.21,55.6
303,1776060000000,2026-04-13T14:00:00,14,51,1,0,Afternoon,15396864,2351228,17748092,16.9259,416.3968,CELLULAR,0.241,50.3
304,1776063600000,2026-04-13T15:00:00,15,22,1,0,Afternoon,49442838,12220980,61663818,58.8072,475.204,CELLULAR,0.524,40.8
305,1776067200000,2026-04-13T16:00:00,16,10,1,0,Afternoon,32796786,4126615,36923401,35.2129,510.4169,CELLULAR,0.36,32.7
306,1776070800000,2026-04-13T17:00:00,17,39,1,0,Afternoon,53980043,13035183,67015226,63.9107,574.3276,CELLULAR,0.546,25.2
307,1776074400000,2026-04-13T18:00:00,18,27,1,0,Evening,125250548,37687991,162938539,155.3903,729.7179,CELLULAR,0.74,12.6
308,1776078000000,2026-04-13T19:00:00,19,5,1,0,Evening,182340444,29061285,211401729,201.6084,931.3263,CELLULAR,0.859,3.0
309,1776081600000,2026-04-13T20:00:00,20,51,1,0,Evening,126642195,38852143,165494338,157.8277,1089.154,CELLULAR,0.648,3.0
310,1776085200000,2026-04-13T21:00:00,21,21,1,0,Evening,144655825,34354657,179010482,170.7177,1259.8717,CELLULAR,0.537,3.0
311,1776088800000,2026-04-13T22:00:00,22,35,1,0,Evening,110923968,27505784,138429752,132.0169,1391.8886,CELLULAR,0.561,25.4
312,1776092400000,2026-04-13T23:00:00,23,35,1,0,Evening,94960628,23506020,118466648,112.9786,1504.8672,CELLULAR,0.845,45.8
313,1776096000000,2026-04-14T00:00:00,0,51,2,0,Night,0,0,0,0.0,0.0,CELLULAR,0.074,96.0
314,1776099600000,2026-04-14T01:00:00,1,35,2,0,Night,12900348,3276558,16176906,15.4275,15.4275,CELLULAR,0.052,100.0
315,1776103200000,2026-04-14T02:00:00,2,49,2,0,Night,193623,60342,253965,0.2422,15.6697,CELLULAR,0.056,100.0
316,1776106800000,2026-04-14T03:00:00,3,52,2,0,Night,0,0,0,0.0,15.6697,CELLULAR,0.015,100.0
317,1776110400000,2026-04-14T04:00:00,4,29,2,0,Night,0,0,0,0.0,15.6697,CELLULAR,0.029,100.0
318,1776114000000,2026-04-14T05:00:00,5,16,2,0,Night,0,0,0,0.0,15.6697,CELLULAR,0.026,100.0
319,1776117600000,2026-04-14T06:00:00,6,47,2,0,Morning,35872718,10931310,46804028,44.6358,60.3055,CELLULAR,0.277,100.0
320,1776121200000,2026-04-14T07:00:00,7,26,2,0,Morning,19349418,4895861,24245279,23.1221,83.4276,CELLULAR,0.227,95.4
321,1776124800000,2026-04-14T08:00:00,8,45,2,0,Morning,23644223,5401017,29045240,27.6997,111.1273,CELLULAR,0.348,88.8
322,1776128400000,2026-04-14T09:00:00,9,54,2,0,Morning,9501132,1516990,11018122,10.5077,121.635,CELLULAR,0.203,83.5
323,1776132000000,2026-04-14T10:00:00,10,7,2,0,Morning,65827574,15799244,81626818,77.8454,199.4804,CELLULAR,0.579,74.4
324,1776135600000,2026-04-14T11:00:00,11,3,2,0,Morning,31376188,3790115,35166303,33.5372,233.0176,CELLULAR,0.29,67.8
325,1776139200000,2026-04-14T12:00:00,12,9,2,0,Afternoon,52278267,14602217,66880484,63.7822,296.7998,CELLULAR,0.407,60.3
326,1776142800000,2026-04-14T13:00:00,13,15,2,0,Afternoon,68623266,10362923,78986189,75.3271,372.1269,CELLULAR,0.51,51.4
327,1776146400000,2026-04-14T14:00:00,14,17,2,0,Afternoon,15701195,3056990,18758185,17.8892,390.0161,CELLULAR,0.264,45.8
328,1776150000000,2026-04-14T15:00:00,15,8,2,0,Afternoon,24417764,7184848,31602612,30.1386,420.1547,CELLULAR,0.338,39.6
329,1776153600000,2026-04-14T16:00:00,16,24,2,0,Afternoon,39572521,12232481,51805002,49.4051,469.5598,CELLULAR,0.309,31.0
330,1776157200000,2026-04-14T17:00:00,17,19,2,0,Afternoon,52858622,11461134,64319756,61.3401,530.8999,CELLULAR,0.5,23.1
331,1776160800000,2026-04-14T18:00:00,18,5,2,0,Evening,143251002,24793158,168044160,160.2594,691.1593,CELLULAR,0.662,10.9
332,1776164400000,2026-04-14T19:00:00,19,42,2,0,Evening,158844456,49187989,208032445,198.3952,889.5545,CELLULAR,0.544,3.0
333,1776168000000,2026-04-14T20:00:00,20,27,2,0,Evening,131185911,22942912,154128823,146.9887,1036.5432,CELLULAR,0.678,3.0
334,1776171600000,2026-04-14T21:00:00,21,46,2,0,Evening,200077330,25425544,225502874,215.0563,1251.5995,CELLULAR,0.825,3.0
335,1776175200000,2026-04-14T22:00:00,22,18,2,0,Evening,118872974,31280278,150153252,143.1973,1394.7968,CELLULAR,0.7,24.3
336,1776178800000,2026-04-14T23:00:00,23,10,2,0,Evening,55333541,9715395,65048936,62.0355,1456.8323,CELLULAR,0.617,48.6
337,1776182400000,2026-04-15T00:00:00,0,53,3,0,Night,7952769,923846,8876615,8.4654,8.4654,CELLULAR,0.074,96.0
338,1776186000000,2026-04-15T01:00:00,1,24,3,0,Night,13814755,3804572,17619327,16.8031,25.2685,CELLULAR,0.029,100.0
339,1776189600000,2026-04-15T02:00:00,2,1,3,0,Night,3752556,667925,4420481,4.2157,29.4842,CELLULAR,0.091,100.0
340,1776193200000,2026-04-15T03:00:00,3,10,3,0,Night,751219,141328,892547,0.8512,30.3354,CELLULAR,0.093,100.0
341,1776196800000,2026-04-15T04:00:00,4,20,3,0,Night,0,0,0,0.0,30.3354,CELLULAR,0.025,100.0
342,1776200400000,2026-04-15T05:00:00,5,3,3,0,Night,0,0,0,0.0,30.3354,CELLULAR,0.068,100.0
343,1776204000000,2026-04-15T06:00:00,6,26,3,0,Morning,31968815,7878226,39847041,38.0011,68.3365,CELLULAR,0.346,100.0
344,1776207600000,2026-04-15T07:00:00,7,22,3,0,Morning,27766118,7828108,35594226,33.9453,102.2818,CELLULAR,0.34,92.9
345,1776211200000,2026-04-15T08:00:00,8,15,3,0,Morning,55723419,7696240,63419659,60.4817,162.7635,CELLULAR,0.518,84.0
346,1776214800000,2026-04-15T09:00:00,9,40,3,0,Morning,66535687,10830766,77366453,73.7824,236.5459,CELLULAR,0.56,76.9
347,1776218400000,2026-04-15T10:00:00,10,35,3,0,Morning,31955908,6133510,38089418,36.3249,272.8708,CELLULAR,0.357,68.5
348,1776222000000,2026-04-15T11:00:00,11,3,3,0,Morning,55803187,11491274,67294461,64.177,337.0478,CELLULAR,0.41,58.4
349,1776225600000,2026-04-15T12:00:00,12,33,3,0,Afternoon,60128375,14105038,74233413,70.7945,407.8423,CELLULAR,0.535,49.2
350,1776229200000,2026-04-15T13:00:00,13,15,3,0,Afternoon,50506868,11161354,61668222,58.8114,466.6537,CELLULAR,0.415,41.2
351,1776232800000,2026-04-15T14:00:00,14,11,3,0,Afternoon,17788070,2043857,19831927,18.9132,485.5669,CELLULAR,0.26,35.6
352,1776236400000,2026-04-15T15:00:00,15,37,3,0,Afternoon,32631924,8195221,40827145,38.9358,524.5027,CELLULAR,0.413,28.5
353,1776240000000,2026-04-15T16:00:00,16,27,3,0,Afternoon,50580848,8828322,59409170,56.657,581.1597,CELLULAR,0.376,21.2
354,1776243600000,2026-04-15T17:00:00,17,54,3,0,Afternoon,47349445,13074537,60423982,57.6248,638.7845,CELLULAR,0.483,13.2
355,1776247200000,2026-04-15T18:00:00,18,0,3,0,Evening,201647296,55231699,256878995,244.9789,883.7634,CELLULAR,0.759,3.0
356,1776250800000,2026-04-15T19:00:00,19,9,3,0,Evening,115564849,30608952,146173801,139.4022,1023.1656,CELLULAR,0.649,3.0
357,1776254400000,2026-04-15T20:00:00,20,57,3,0,Evening,172189427,36366572,208555999,198.8945,1222.0601,CELLULAR,0.863,3.0
358,1776258000000,2026-04-15T21:00:00,21,46,3,0,Evening,202041533,32034289,234075822,223.2321,1445.2922,CELLULAR,0.621,3.0
359,1776261600000,2026-04-15T22:00:00,22,0,3,0,Evening,141900415,20052882,161953297,154.4507,1599.7429,CELLULAR,0.666,25.5
360,1776265200000,2026-04-15T23:00:00,23,7,3,0,Evening,66524318,8459980,74984298,71.5106,1671.2535,CELLULAR,0.614,43.6
361,1776268800000,2026-04-16T00:00:00,0,57,4,0,Night,0,0,0,0.0,0.0,CELLULAR,0.031,99.0
362,1776272400000,2026-04-16T01:00:00,1,27,4,0,Night,8777437,2898666,11676103,11.1352,11.1352,CELLULAR,0.097,100.0
363,1776276000000,2026-04-16T02:00:00,2,15,4,0,Night,6655425,1509836,8165261,7.787,18.9222,CELLULAR,0.041,100.0
364,1776279600000,2026-04-16T03:00:00,3,5,4,0,Night,16905590,3860094,20765684,19.8037,38.7259,CELLULAR,0.084,100.0
365,1776283200000,2026-04-16T04:00:00,4,45,4,0,Night,8293696,2076615,10370311,9.8899,48.6158,CELLULAR,0.022,100.0
366,1776286800000,2026-04-16T05:00:00,5,47,4,0,Night,1095637,364819,1460456,1.3928,50.0086,CELLULAR,0.039,100.0
367,1776290400000,2026-04-16T06:00:00,6,27,4,0,Morning,57997001,11473151,69470152,66.2519,116.2605,CELLULAR,0.457,100.0
368,1776294000000,2026-04-16T07:00:00,7,3,4,0,Morning,40509871,8034688,48544559,46.2957,162.5562,CELLULAR,0.28,95.5
369,1776297600000,2026-04-16T08:00:00,8,7,4,0,Morning,38653955,4356745,43010700,41.0182,203.5744,CELLULAR,0.258,89.7
370,1776301200000,2026-04-16T09:00:00,9,48,4,0,Morning,17920670,4775338,22696008,21.6446,225.219,CELLULAR,0.203,83.4
371,1776304800000,2026-04-16T10:00:00,10,59,4,0,Morning,41310938,8523055,49833993,47.5254,272.7444,CELLULAR,0.406,75.1
372,1776308400000,2026-04-16T11:00:00,11,37,4,0,Morning,60189925,10764486,70954411,67.6674,340.4118,CELLULAR,0.589,64.0
373,1776312000000,2026-04-16T12:00:00,12,8,4,0,Afternoon,58070603,14941743,73012346,69.63,410.0418,CELLULAR,0.6,52.0
374,1776315600000,2026-04-16T13:00:00,13,38,4,0,Afternoon,19607421,6079020,25686441,24.4965,434.5383,CELLULAR,0.248,47.5
375,1776319200000,2026-04-16T14:00:00,14,24,4,0,Afternoon,39925569,9660751,49586320,47.2892,481.8275,CELLULAR,0.44,39.7
376,1776322800000,2026-04-16T15:00:00,15,18,4,0,Afternoon,40384767,10555579,50940346,48.5805,530.408,CELLULAR,0.319,32.3
377,1776326400000,2026-04-16T16:00:00,16,14,4,0,Afternoon,18300888,4574636,22875524,21.8158,552.2238,CELLULAR,0.238,27.0
378,1776330000000,2026-04-16T17:00:00,17,40,4,0,Afternoon,62420091,19668729,82088820,78.286,630.5098,CELLULAR,0.585,15.8
379,1776333600000,2026-04-16T18:00:00,18,59,4,0,Evening,160492540,34436584,194929124,185.8989,816.4087,CELLULAR,0.595,3.2
380,1776337200000,2026-04-16T19:00:00,19,35,4,0,Evening,114086279,37488108,151574387,144.5526,960.9613,CELLULAR,0.733,3.0
381,1776340800000,2026-04-16T20:00:00,20,41,4,0,Evening,111869991,25232264,137102255,130.7509,1091.7122,CELLULAR,0.598,3.0
382,1776344400000,2026-04-16T21:00:00,21,59,4,0,Evening,150484446,46749239,197233685,188.0967,1279.8089,CELLULAR,0.827,3.0
383,1776348000000,2026-04-16T22:00:00,22,53,4,0,Evening,164123458,40446064,204569522,195.0927,1474.9016,CELLULAR,0.83,21.6
384,1776351600000,2026-04-16T23:00:00,23,9,4,0,Evening,51575130,6526571,58101701,55.4101,1530.3117,CELLULAR,0.57,44.7
385,1776355200000,2026-04-17T00:00:00,0,4,5,0,Night,7158121,1907342,9065463,8.6455,8.6455,CELLULAR,0.08,100.0
386,1776358800000,2026-04-17T01:00:00,1,17,5,0,Night,8215576,1865328,10080904,9.6139,18.2594,CELLULAR,0.027,100.0
387,1776362400000,2026-04-17T02:00:00,2,20,5,0,Night,14787290,1753681,16540971,15.7747,34.0341,CELLULAR,0.026,100.0
388,1776366000000,2026-04-17T03:00:00,3,26,5,0,Night,16132121,4205220,20337341,19.3952,53.4293,CELLULAR,0.099,100.0
389,1776369600000,2026-04-17T04:00:00,4,18,5,0,Night,15888503,2059657,17948160,17.1167,70.546,CELLULAR,0.054,100.0
390,1776373200000,2026-04-17T05:00:00,5,39,5,0,Night,0,0,0,0.0,70.546,CELLULAR,0.055,100.0
391,1776376800000,2026-04-17T06:00:00,6,39,5,0,Morning,39867201,9978536,49845737,47.5366,118.0826,CELLULAR,0.37,100.0
392,1776380400000,2026-04-17T07:00:00,7,31,5,0,Morning,61239611,10364183,71603794,68.2867,186.3693,CELLULAR,0.497,91.5
393,1776384000000,2026-04-17T08:00:00,8,14,5,0,Morning,40655778,7649706,48305484,46.0677,232.437,CELLULAR,0.382,83.0
394,1776387600000,2026-04-17T09:00:00,9,34,5,0,Morning,44989378,13106660,58096038,55.4047,287.8417,CELLULAR,0.397,75.5
395,1776391200000,2026-04-17T10:00:00,10,57,5,0,Morning,34490838,7646712,42137550,40.1855,328.0272,CELLULAR,0.273,71.4
396,1776394800000,2026-04-17T11:00:00,11,13,5,0,Morning,76815182,11098163,87913345,83.8407,411.8679,CELLULAR,0.587,61.6
397,1776398400000,2026-04-17T12:00:00,12,9,5,0,Afternoon,41888079,11523446,53411525,50.9372,462.8051,CELLULAR,0.416,55.0
